UNIX_time[sec],CP_ref_x,CP_ref_y,ZMP_des_x,ZMP_des_y,CoM_position_x,CoM_positon_y,CP_lip_x,CP_lip_y
1.57744e+09,0.000175221,-0.0329036,-0.028552,-0.00328865,-0.0156312,-0.0156338,-0.0159958,-0.0160791,
1.57744e+09,0.000175221,-0.0329036,-0.0285547,-0.00329141,-0.0156365,-0.0156391,-0.0159974,-0.0160806,
1.57744e+09,0.000175221,-0.0329036,-0.0285575,-0.00329414,-0.0156417,-0.0156443,-0.0159989,-0.0160822,
1.57744e+09,0.000175221,-0.0329036,-0.0285602,-0.00329684,-0.0156469,-0.0156495,-0.0160005,-0.0160837,
1.57744e+09,0.000175221,-0.0329036,-0.0285629,-0.00329951,-0.0156521,-0.0156546,-0.016002,-0.0160852,
1.57744e+09,0.000175221,-0.0329036,-0.0285655,-0.00330216,-0.0156572,-0.0156597,-0.0160035,-0.0160867,
1.57744e+09,0.000175221,-0.0329036,-0.0285682,-0.00330477,-0.0156622,-0.0156648,-0.0160049,-0.0160881,
1.57744e+09,0.000175221,-0.0329036,-0.0285708,-0.00330736,-0.0156673,-0.0156697,-0.0160064,-0.0160896,
1.57744e+09,0.000175221,-0.0329036,-0.0285733,-0.00330993,-0.0156722,-0.0156747,-0.0160078,-0.016091,
1.57744e+09,0.000175221,-0.0329036,-0.0285759,-0.00331246,-0.0156771,-0.0156796,-0.0160093,-0.0160924,
1.57744e+09,0.000175221,-0.0329036,-0.0285784,-0.00331497,-0.015682,-0.0156844,-0.0160107,-0.0160939,
1.57744e+09,0.000175221,-0.0329036,-0.0285809,-0.00331746,-0.0156868,-0.0156892,-0.0160121,-0.0160952,
1.57744e+09,0.000175221,-0.0329036,-0.0285834,-0.00331992,-0.0156916,-0.015694,-0.0160135,-0.0160966,
1.57744e+09,0.000175221,-0.0329036,-0.0285858,-0.00332235,-0.0156963,-0.0156987,-0.0160148,-0.016098,
1.57744e+09,0.000175221,-0.0329036,-0.0285882,-0.00332476,-0.015701,-0.0157034,-0.0160162,-0.0160993,
1.57744e+09,0.000175221,-0.0329036,-0.0285906,-0.00332714,-0.0157057,-0.015708,-0.0160175,-0.0161007,
1.57744e+09,0.000175221,-0.0329036,-0.028593,-0.0033295,-0.0157103,-0.0157126,-0.0160189,-0.016102,
1.57744e+09,0.000175221,-0.0329036,-0.0285954,-0.00333183,-0.0157149,-0.0157171,-0.0160202,-0.0161033,
1.57744e+09,0.000175221,-0.0329036,-0.0285977,-0.00333414,-0.0157194,-0.0157216,-0.0160215,-0.0161046,
1.57744e+09,0.000175221,-0.0329036,-0.0286,-0.00333643,-0.0157239,-0.0157261,-0.0160228,-0.0161059,
1.57744e+09,0.000175221,-0.0329036,-0.0286022,-0.00333869,-0.0157283,-0.0157305,-0.016024,-0.0161071,
1.57744e+09,0.000175221,-0.0329036,-0.0286045,-0.00334093,-0.0157327,-0.0157349,-0.0160253,-0.0161084,
1.57744e+09,0.000175221,-0.0329036,-0.0286067,-0.00334314,-0.015737,-0.0157392,-0.0160265,-0.0161096,
1.57744e+09,0.000175221,-0.0329036,-0.0286089,-0.00334533,-0.0157414,-0.0157435,-0.0160278,-0.0161109,
1.57744e+09,0.000175221,-0.0329036,-0.0286111,-0.0033475,-0.0157456,-0.0157478,-0.016029,-0.0161121,
1.57744e+09,0.000175221,-0.0329036,-0.0286133,-0.00334965,-0.0157499,-0.015752,-0.0160302,-0.0161133,
1.57744e+09,0.000175221,-0.0329036,-0.0286154,-0.00335177,-0.0157541,-0.0157562,-0.0160314,-0.0161145,
1.57744e+09,0.000175221,-0.0329036,-0.0286175,-0.00335388,-0.0157582,-0.0157603,-0.0160326,-0.0161157,
1.57744e+09,0.000175221,-0.0329036,-0.0286196,-0.00335596,-0.0157623,-0.0157644,-0.0160338,-0.0161168,
1.57744e+09,0.000175221,-0.0329036,-0.0286217,-0.00335802,-0.0157664,-0.0157684,-0.0160349,-0.016118,
1.57744e+09,0.000175221,-0.0329036,-0.0286237,-0.00336006,-0.0157705,-0.0157725,-0.0160361,-0.0161191,
1.57744e+09,0.000175221,-0.0329036,-0.0286258,-0.00336207,-0.0157745,-0.0157765,-0.0160372,-0.0161203,
1.57744e+09,0.000175221,-0.0329036,-0.0286278,-0.00336407,-0.0157784,-0.0157804,-0.0160383,-0.0161214,
1.57744e+09,0.000175221,-0.0329036,-0.0286297,-0.00336604,-0.0157824,-0.0157843,-0.0160394,-0.0161225,
1.57744e+09,0.000175221,-0.0329036,-0.0286317,-0.003368,-0.0157863,-0.0157882,-0.0160405,-0.0161236,
1.57744e+09,0.000175221,-0.0329036,-0.0286337,-0.00336993,-0.0157901,-0.015792,-0.0160416,-0.0161247,
1.57744e+09,0.000175221,-0.0329036,-0.0286356,-0.00337185,-0.0157939,-0.0157958,-0.0160427,-0.0161257,
1.57744e+09,0.000175221,-0.0329036,-0.0286375,-0.00337374,-0.0157977,-0.0157996,-0.0160438,-0.0161268,
1.57744e+09,0.000175221,-0.0329036,-0.0286394,-0.00337562,-0.0158015,-0.0158033,-0.0160448,-0.0161278,
1.57744e+09,0.000175221,-0.0329036,-0.0286412,-0.00337747,-0.0158052,-0.015807,-0.0160459,-0.0161289,
1.57744e+09,0.000175221,-0.0329036,-0.0286431,-0.00337931,-0.0158088,-0.0158107,-0.0160469,-0.0161299,
1.57744e+09,0.000175221,-0.0329036,-0.0286449,-0.00338112,-0.0158125,-0.0158143,-0.0160479,-0.0161309,
1.57744e+09,0.000175221,-0.0329036,-0.0286467,-0.00338292,-0.0158161,-0.0158179,-0.016049,-0.0161319,
1.57744e+09,0.000175221,-0.0329036,-0.0286485,-0.0033847,-0.0158197,-0.0158215,-0.01605,-0.0161329,
1.57744e+09,0.000175221,-0.0329036,-0.0286503,-0.00338646,-0.0158232,-0.015825,-0.016051,-0.0161339,
1.57744e+09,0.000175221,-0.0329036,-0.028652,-0.00338821,-0.0158267,-0.0158285,-0.0160519,-0.0161349,
1.57744e+09,0.000175221,-0.0329036,-0.0286538,-0.00338993,-0.0158302,-0.0158319,-0.0160529,-0.0161359,
1.57744e+09,0.000175221,-0.0329036,-0.0286555,-0.00339164,-0.0158336,-0.0158354,-0.0160539,-0.0161368,
1.57744e+09,0.000175221,-0.0329036,-0.0286572,-0.00339333,-0.0158371,-0.0158387,-0.0160548,-0.0161378,
1.57744e+09,0.000175221,-0.0329036,-0.0286589,-0.003395,-0.0158404,-0.0158421,-0.0160558,-0.0161387,
1.57744e+09,0.000175221,-0.0329036,-0.0286605,-0.00339665,-0.0158438,-0.0158454,-0.0160567,-0.0161396,
1.57744e+09,0.000175221,-0.0329036,-0.0286622,-0.00339829,-0.0158471,-0.0158487,-0.0160576,-0.0161406,
1.57744e+09,0.000175221,-0.0329036,-0.0286638,-0.00339991,-0.0158504,-0.015852,-0.0160585,-0.0161415,
1.57744e+09,0.000175221,-0.0329036,-0.0286654,-0.00340151,-0.0158536,-0.0158552,-0.0160594,-0.0161424,
1.57744e+09,0.000175221,-0.0329036,-0.028667,-0.0034031,-0.0158569,-0.0158585,-0.0160603,-0.0161432,
1.57744e+09,0.000175221,-0.0329036,-0.0286686,-0.00340467,-0.01586,-0.0158616,-0.0160612,-0.0161441,
1.57744e+09,0.000175221,-0.0329036,-0.0286701,-0.00340623,-0.0158632,-0.0158648,-0.0160621,-0.016145,
1.57744e+09,0.000175221,-0.0329036,-0.0286717,-0.00340776,-0.0158663,-0.0158679,-0.016063,-0.0161459,
1.57744e+09,0.000175221,-0.0329036,-0.0286732,-0.00340929,-0.0158694,-0.015871,-0.0160638,-0.0161467,
1.57744e+09,0.000175221,-0.0329036,-0.0286747,-0.00341079,-0.0158725,-0.015874,-0.0160647,-0.0161476,
1.57744e+09,0.000175221,-0.0329036,-0.0286762,-0.00341228,-0.0158756,-0.0158771,-0.0160655,-0.0161484,
1.57744e+09,0.000175221,-0.0329036,-0.0286777,-0.00341376,-0.0158786,-0.0158801,-0.0160663,-0.0161492,
1.57744e+09,0.000175221,-0.0329036,-0.0286792,-0.00341522,-0.0158816,-0.015883,-0.0160672,-0.01615,
1.57744e+09,0.000175221,-0.0329036,-0.0286806,-0.00341666,-0.0158845,-0.015886,-0.016068,-0.0161508,
1.57744e+09,0.000175221,-0.0329036,-0.0286821,-0.00341809,-0.0158875,-0.0158889,-0.0160688,-0.0161516,
1.57744e+09,0.000175221,-0.0329036,-0.0286835,-0.00341951,-0.0158904,-0.0158918,-0.0160696,-0.0161524,
1.57744e+09,0.000175221,-0.0329036,-0.0286849,-0.00342091,-0.0158932,-0.0158947,-0.0160704,-0.0161532,
1.57744e+09,0.000175221,-0.0329036,-0.0286863,-0.00342229,-0.0158961,-0.0158975,-0.0160711,-0.016154,
1.57744e+09,0.000175221,-0.0329036,-0.0286877,-0.00342366,-0.0158989,-0.0159003,-0.0160719,-0.0161548,
1.57744e+09,0.000175221,-0.0329036,-0.028689,-0.00342502,-0.0159017,-0.0159031,-0.0160727,-0.0161555,
1.57744e+09,0.000175221,-0.0329036,-0.0286904,-0.00342636,-0.0159045,-0.0159058,-0.0160734,-0.0161563,
1.57744e+09,0.000175221,-0.0329036,-0.0286917,-0.00342769,-0.0159072,-0.0159086,-0.0160742,-0.016157,
1.57744e+09,0.000175221,-0.0329036,-0.028693,-0.00342901,-0.0159099,-0.0159113,-0.0160749,-0.0161578,
1.57744e+09,0.000175221,-0.0329036,-0.0286943,-0.00343031,-0.0159126,-0.0159139,-0.0160757,-0.0161585,
1.57744e+09,0.000175221,-0.0329036,-0.0286956,-0.0034316,-0.0159153,-0.0159166,-0.0160764,-0.0161592,
1.57744e+09,0.000175221,-0.0329036,-0.0286969,-0.00343287,-0.0159179,-0.0159192,-0.0160771,-0.0161599,
1.57744e+09,0.000175221,-0.0329036,-0.0286982,-0.00343414,-0.0159205,-0.0159218,-0.0160778,-0.0161606,
1.57744e+09,0.000175221,-0.0329036,-0.0286994,-0.00343538,-0.0159231,-0.0159244,-0.0160785,-0.0161613,
1.57744e+09,0.000175221,-0.0329036,-0.0287007,-0.00343662,-0.0159257,-0.015927,-0.0160792,-0.016162,
1.57744e+09,0.000175221,-0.0329036,-0.0287019,-0.00343784,-0.0159282,-0.0159295,-0.0160799,-0.0161627,
1.57744e+09,0.000175221,-0.0329036,-0.0287031,-0.00343905,-0.0159307,-0.015932,-0.0160806,-0.0161634,
1.57744e+09,0.000175221,-0.0329036,-0.0287043,-0.00344025,-0.0159332,-0.0159345,-0.0160813,-0.0161641,
1.57744e+09,0.000175221,-0.0329036,-0.0287055,-0.00344144,-0.0159357,-0.0159369,-0.0160819,-0.0161647,
1.57744e+09,0.000175221,-0.0329036,-0.0287067,-0.00344261,-0.0159381,-0.0159394,-0.0160826,-0.0161654,
1.57744e+09,0.000175221,-0.0329036,-0.0287079,-0.00344377,-0.0159406,-0.0159418,-0.0160832,-0.016166,
1.57744e+09,0.000175221,-0.0329036,-0.028709,-0.00344492,-0.015943,-0.0159442,-0.0160839,-0.0161667,
1.57744e+09,0.000175221,-0.0329036,-0.0287102,-0.00344605,-0.0159453,-0.0159465,-0.0160845,-0.0161673,
1.57744e+09,0.000175221,-0.0329036,-0.0287113,-0.00344718,-0.0159477,-0.0159489,-0.0160852,-0.0161679,
1.57744e+09,0.000175221,-0.0329036,-0.0287124,-0.00344829,-0.01595,-0.0159512,-0.0160858,-0.0161686,
1.57744e+09,0.000175221,-0.0329036,-0.0287135,-0.00344939,-0.0159523,-0.0159535,-0.0160864,-0.0161692,
1.57744e+09,0.000175221,-0.0329036,-0.0287146,-0.00345048,-0.0159546,-0.0159557,-0.016087,-0.0161698,
1.57744e+09,0.000175221,-0.0329036,-0.0287157,-0.00345156,-0.0159569,-0.015958,-0.0160876,-0.0161704,
1.57744e+09,0.000175221,-0.0329036,-0.0287168,-0.00345263,-0.0159591,-0.0159602,-0.0160882,-0.016171,
1.57744e+09,0.000175221,-0.0329036,-0.0287178,-0.00345369,-0.0159613,-0.0159624,-0.0160888,-0.0161716,
1.57744e+09,0.000175221,-0.0329036,-0.0287189,-0.00345473,-0.0159635,-0.0159646,-0.0160894,-0.0161722,
1.57744e+09,0.000175221,-0.0329036,-0.0287199,-0.00345577,-0.0159657,-0.0159668,-0.01609,-0.0161728,
1.57744e+09,0.000175221,-0.0329036,-0.028721,-0.00345679,-0.0159679,-0.015969,-0.0160906,-0.0161733,
1.57744e+09,0.000175221,-0.0329036,-0.028722,-0.00345781,-0.01597,-0.0159711,-0.0160911,-0.0161739,
1.57744e+09,0.000175221,-0.0329036,-0.028723,-0.00345881,-0.0159721,-0.0159732,-0.0160917,-0.0161745,
1.57744e+09,0.000175221,-0.0329036,-0.028724,-0.0034598,-0.0159742,-0.0159753,-0.0160923,-0.016175,
1.57744e+09,0.000175221,-0.0329036,-0.028725,-0.00346078,-0.0159763,-0.0159773,-0.0160928,-0.0161756,
1.57744e+09,0.000175221,-0.0329036,-0.028726,-0.00346176,-0.0159784,-0.0159794,-0.0160934,-0.0161761,
1.57744e+09,0.000175221,-0.0329036,-0.0287269,-0.00346272,-0.0159804,-0.0159814,-0.0160939,-0.0161767,
1.57744e+09,0.000175221,-0.0329036,-0.0287279,-0.00346367,-0.0159824,-0.0159834,-0.0160944,-0.0161772,
1.57744e+09,0.000175221,-0.0329036,-0.0287288,-0.00346461,-0.0159844,-0.0159854,-0.016095,-0.0161777,
1.57744e+09,0.000175221,-0.0329036,-0.0287298,-0.00346555,-0.0159864,-0.0159874,-0.0160955,-0.0161782,
1.57744e+09,0.000175221,-0.0329036,-0.0287307,-0.00346647,-0.0159884,-0.0159893,-0.016096,-0.0161788,
1.57744e+09,0.000175221,-0.0329036,-0.0287316,-0.00346738,-0.0159903,-0.0159913,-0.0160965,-0.0161793,
1.57744e+09,0.000175221,-0.0329036,-0.0287325,-0.00346829,-0.0159922,-0.0159932,-0.016097,-0.0161798,
1.57744e+09,0.000175221,-0.0329036,-0.0287334,-0.00346918,-0.0159941,-0.0159951,-0.0160976,-0.0161803,
1.57744e+09,0.000175221,-0.0329036,-0.0287343,-0.00347006,-0.015996,-0.015997,-0.016098,-0.0161808,
1.57744e+09,0.000175221,-0.0329036,-0.0287352,-0.00347094,-0.0159979,-0.0159988,-0.0160985,-0.0161813,
1.57744e+09,0.000175221,-0.0329036,-0.0287361,-0.00347181,-0.0159997,-0.0160007,-0.016099,-0.0161818,
1.57744e+09,0.000175221,-0.0329036,-0.0287369,-0.00347267,-0.0160016,-0.0160025,-0.0160995,-0.0161822,
1.57744e+09,0.000175221,-0.0329036,-0.0287378,-0.00347351,-0.0160034,-0.0160043,-0.0161,-0.0161827,
1.57744e+09,0.000175221,-0.0329036,-0.0287386,-0.00347435,-0.0160052,-0.0160061,-0.0161005,-0.0161832,
1.57744e+09,0.000175221,-0.0329036,-0.0287395,-0.00347519,-0.016007,-0.0160078,-0.0161009,-0.0161836,
1.57744e+09,0.000175221,-0.0329036,-0.0287403,-0.00347601,-0.0160087,-0.0160096,-0.0161014,-0.0161841,
1.57744e+09,0.000175221,-0.0329036,-0.0287411,-0.00347682,-0.0160105,-0.0160113,-0.0161019,-0.0161846,
1.57744e+09,0.000175221,-0.0329036,-0.0287419,-0.00347763,-0.0160122,-0.0160131,-0.0161023,-0.016185,
1.57744e+09,0.000175221,-0.0329036,-0.0287427,-0.00347843,-0.0160139,-0.0160148,-0.0161028,-0.0161855,
1.57744e+09,0.000175221,-0.0329036,-0.0287435,-0.00347922,-0.0160156,-0.0160165,-0.0161032,-0.0161859,
1.57744e+09,0.000175221,-0.0329036,-0.0287443,-0.00348,-0.0160173,-0.0160181,-0.0161036,-0.0161863,
1.57744e+09,0.000175221,-0.0329036,-0.0287451,-0.00348077,-0.016019,-0.0160198,-0.0161041,-0.0161868,
1.57744e+09,0.000175221,-0.0329036,-0.0287458,-0.00348153,-0.0160206,-0.0160214,-0.0161045,-0.0161872,
1.57744e+09,0.000175221,-0.0329036,-0.0287466,-0.00348229,-0.0160222,-0.016023,-0.0161049,-0.0161876,
1.57744e+09,0.000175221,-0.0329036,-0.0287474,-0.00348304,-0.0160239,-0.0160247,-0.0161054,-0.016188,
1.57744e+09,0.000175221,-0.0329036,-0.0287481,-0.00348378,-0.0160255,-0.0160262,-0.0161058,-0.0161885,
1.57744e+09,0.000175221,-0.0329036,-0.0287488,-0.00348452,-0.016027,-0.0160278,-0.0161062,-0.0161889,
1.57744e+09,0.000175221,-0.0329036,-0.0287496,-0.00348524,-0.0160286,-0.0160294,-0.0161066,-0.0161893,
1.57744e+09,0.000175221,-0.0329036,-0.0287503,-0.00348596,-0.0160302,-0.0160309,-0.016107,-0.0161897,
1.57744e+09,0.000175221,-0.0329036,-0.028751,-0.00348667,-0.0160317,-0.0160325,-0.0161074,-0.0161901,
1.57744e+09,0.000175221,-0.0329036,-0.0287517,-0.00348738,-0.0160332,-0.016034,-0.0161078,-0.0161905,
1.57744e+09,0.000175221,-0.0329036,-0.0287524,-0.00348807,-0.0160347,-0.0160355,-0.0161082,-0.0161909,
1.57744e+09,0.000175221,-0.0329036,-0.0287531,-0.00348876,-0.0160362,-0.016037,-0.0161086,-0.0161913,
1.57744e+09,0.000175221,-0.0329036,-0.0287538,-0.00348944,-0.0160377,-0.0160384,-0.016109,-0.0161916,
1.57744e+09,0.000175221,-0.0329036,-0.0287545,-0.00349012,-0.0160392,-0.0160399,-0.0161093,-0.016192,
1.57744e+09,0.000175221,-0.0329036,-0.0287551,-0.00349079,-0.0160406,-0.0160414,-0.0161097,-0.0161924,
1.57744e+09,0.000175221,-0.0329036,-0.0287558,-0.00349145,-0.0160421,-0.0160428,-0.0161101,-0.0161928,
1.57744e+09,0.000175221,-0.0329036,-0.0287565,-0.0034921,-0.0160435,-0.0160442,-0.0161105,-0.0161931,
1.57744e+09,0.000175221,-0.0329036,-0.0287571,-0.00349275,-0.0160449,-0.0160456,-0.0161108,-0.0161935,
1.57744e+09,0.000175221,-0.0329036,-0.0287578,-0.00349339,-0.0160463,-0.016047,-0.0161112,-0.0161938,
1.57744e+09,0.000175221,-0.0329036,-0.0287584,-0.00349402,-0.0160477,-0.0160484,-0.0161115,-0.0161942,
1.57744e+09,0.000175221,-0.0329036,-0.028759,-0.00349465,-0.0160491,-0.0160497,-0.0161119,-0.0161946,
1.57744e+09,0.000175221,-0.0329036,-0.0287596,-0.00349527,-0.0160504,-0.0160511,-0.0161123,-0.0161949,
1.57744e+09,0.000175221,-0.0329036,-0.0287603,-0.00349589,-0.0160518,-0.0160524,-0.0161126,-0.0161952,
1.57744e+09,0.000175221,-0.0329036,-0.0287609,-0.00349649,-0.0160531,-0.0160537,-0.0161129,-0.0161956,
1.57744e+09,0.000175221,-0.0329036,-0.0287615,-0.0034971,-0.0160544,-0.0160551,-0.0161133,-0.0161959,
1.57744e+09,0.000175221,-0.0329036,-0.0287621,-0.00349769,-0.0160557,-0.0160564,-0.0161136,-0.0161963,
1.57744e+09,0.000175221,-0.0329036,-0.0287627,-0.00349828,-0.016057,-0.0160576,-0.0161139,-0.0161966,
1.57744e+09,0.000175221,-0.0329036,-0.0287633,-0.00349886,-0.0160583,-0.0160589,-0.0161143,-0.0161969,
1.57744e+09,0.000175221,-0.0329036,-0.0287638,-0.00349944,-0.0160596,-0.0160602,-0.0161146,-0.0161972,
1.57744e+09,0.000175221,-0.0329036,-0.0287644,-0.00350001,-0.0160608,-0.0160614,-0.0161149,-0.0161976,
1.57744e+09,0.000175221,-0.0329036,-0.028765,-0.00350058,-0.0160621,-0.0160627,-0.0161152,-0.0161979,
1.57744e+09,0.000175221,-0.0329036,-0.0287655,-0.00350114,-0.0160633,-0.0160639,-0.0161156,-0.0161982,
1.57744e+09,0.000175221,-0.0329036,-0.0287661,-0.00350169,-0.0160645,-0.0160651,-0.0161159,-0.0161985,
1.57744e+09,0.000175221,-0.0329036,-0.0287667,-0.00350224,-0.0160657,-0.0160663,-0.0161162,-0.0161988,
1.57744e+09,0.000175221,-0.0329036,-0.0287672,-0.00350278,-0.0160669,-0.0160675,-0.0161165,-0.0161991,
1.57744e+09,0.000175221,-0.0329036,-0.0287677,-0.00350332,-0.0160681,-0.0160687,-0.0161168,-0.0161994,
1.57744e+09,0.000175221,-0.0329036,-0.0287683,-0.00350385,-0.0160693,-0.0160698,-0.0161171,-0.0161997,
1.57744e+09,0.000175221,-0.0329036,-0.0287688,-0.00350438,-0.0160704,-0.016071,-0.0161174,-0.0162,
1.57744e+09,0.000175221,-0.0329036,-0.0287693,-0.0035049,-0.0160716,-0.0160721,-0.0161177,-0.0162003,
1.57744e+09,0.000175221,-0.0329036,-0.0287698,-0.00350541,-0.0160727,-0.0160733,-0.016118,-0.0162006,
1.57744e+09,0.000175221,-0.0329036,-0.0287704,-0.00350592,-0.0160738,-0.0160744,-0.0161182,-0.0162009,
1.57744e+09,0.000175221,-0.0329036,-0.0287709,-0.00350642,-0.016075,-0.0160755,-0.0161185,-0.0162012,
1.57744e+09,0.000175221,-0.0329036,-0.0287714,-0.00350692,-0.0160761,-0.0160766,-0.0161188,-0.0162014,
1.57744e+09,0.000175221,-0.0329036,-0.0287719,-0.00350742,-0.0160772,-0.0160777,-0.0161191,-0.0162017,
1.57744e+09,0.000175221,-0.0329036,-0.0287723,-0.00350791,-0.0160782,-0.0160788,-0.0161194,-0.016202,
1.57744e+09,0.000175221,-0.0329036,-0.0287728,-0.00350839,-0.0160793,-0.0160798,-0.0161196,-0.0162023,
1.57744e+09,0.000175221,-0.0329036,-0.0287733,-0.00350887,-0.0160804,-0.0160809,-0.0161199,-0.0162025,
1.57744e+09,0.000175221,-0.0329036,-0.0287738,-0.00350934,-0.0160814,-0.016082,-0.0161202,-0.0162028,
1.57744e+09,0.000175221,-0.0329036,-0.0287743,-0.00350981,-0.0160825,-0.016083,-0.0161204,-0.0162031,
1.57744e+09,0.000175221,-0.0329036,-0.0287747,-0.00351027,-0.0160835,-0.016084,-0.0161207,-0.0162033,
1.57744e+09,0.000175221,-0.0329036,-0.0287752,-0.00351073,-0.0160845,-0.016085,-0.016121,-0.0162036,
1.57744e+09,0.000175221,-0.0329036,-0.0287756,-0.00351119,-0.0160855,-0.016086,-0.0161212,-0.0162038,
1.57744e+09,0.000175221,-0.0329036,-0.0287761,-0.00351164,-0.0160865,-0.016087,-0.0161215,-0.0162041,
1.57744e+09,0.000175221,-0.0329036,-0.0287765,-0.00351208,-0.0160875,-0.016088,-0.0161217,-0.0162043,
1.57744e+09,0.000175221,-0.0329036,-0.028777,-0.00351252,-0.0160885,-0.016089,-0.016122,-0.0162046,
1.57744e+09,0.000175221,-0.0329036,-0.0287774,-0.00351296,-0.0160895,-0.01609,-0.0161222,-0.0162048,
1.57744e+09,0.000175221,-0.0329036,-0.0287779,-0.00351339,-0.0160905,-0.0160909,-0.0161225,-0.0162051,
1.57744e+09,0.000175221,-0.0329036,-0.0287783,-0.00351381,-0.0160914,-0.0160919,-0.0161227,-0.0162053,
1.57744e+09,0.000175221,-0.0329036,-0.0287787,-0.00351424,-0.0160924,-0.0160928,-0.0161229,-0.0162055,
1.57744e+09,0.000175221,-0.0329036,-0.0287791,-0.00351465,-0.0160933,-0.0160938,-0.0161232,-0.0162058,
1.57744e+09,0.000175221,-0.0329036,-0.0287795,-0.00351507,-0.0160942,-0.0160947,-0.0161234,-0.016206,
1.57744e+09,0.000175221,-0.0329036,-0.02878,-0.00351548,-0.0160951,-0.0160956,-0.0161236,-0.0162062,
1.57744e+09,0.000175221,-0.0329036,-0.0287804,-0.00351588,-0.0160961,-0.0160965,-0.0161239,-0.0162065,
1.57744e+09,0.000175221,-0.0329036,-0.0287808,-0.00351628,-0.016097,-0.0160974,-0.0161241,-0.0162067,
1.57744e+09,0.000175221,-0.0329036,-0.0287812,-0.00351668,-0.0160978,-0.0160983,-0.0161243,-0.0162069,
1.57744e+09,0.000175221,-0.0329036,-0.0287816,-0.00351707,-0.0160987,-0.0160992,-0.0161245,-0.0162071,
1.57744e+09,0.000175221,-0.0329036,-0.028782,-0.00351746,-0.0160996,-0.0161,-0.0161248,-0.0162073,
1.57744e+09,0.000175221,-0.0329036,-0.0287823,-0.00351785,-0.0161005,-0.0161009,-0.016125,-0.0162076,
1.57744e+09,0.000175221,-0.0329036,-0.0287827,-0.00351823,-0.0161013,-0.0161017,-0.0161252,-0.0162078,
1.57744e+09,0.000175221,-0.0329036,-0.0287831,-0.0035186,-0.0161022,-0.0161026,-0.0161254,-0.016208,
1.57744e+09,0.000175221,-0.0329036,-0.0287835,-0.00351897,-0.016103,-0.0161034,-0.0161256,-0.0162082,
1.57744e+09,0.000175221,-0.0329036,-0.0287838,-0.00351934,-0.0161038,-0.0161043,-0.0161258,-0.0162084,
1.57744e+09,0.000175221,-0.0329036,-0.0287842,-0.00351971,-0.0161047,-0.0161051,-0.016126,-0.0162086,
1.57744e+09,0.000175221,-0.0329036,-0.0287846,-0.00352007,-0.0161055,-0.0161059,-0.0161262,-0.0162088,
1.57744e+09,0.000175221,-0.0329036,-0.0287849,-0.00352043,-0.0161063,-0.0161067,-0.0161264,-0.016209,
1.57744e+09,0.000175221,-0.0329036,-0.0287853,-0.00352078,-0.0161071,-0.0161075,-0.0161266,-0.0162092,
1.57744e+09,0.000175221,-0.0329036,-0.0287856,-0.00352113,-0.0161079,-0.0161083,-0.0161268,-0.0162094,
1.57744e+09,0.000175221,-0.0329036,-0.028786,-0.00352148,-0.0161087,-0.0161091,-0.016127,-0.0162096,
1.57744e+09,0.000175221,-0.0329036,-0.0287863,-0.00352182,-0.0161094,-0.0161098,-0.0161272,-0.0162098,
1.57744e+09,0.000175221,-0.0329036,-0.0287867,-0.00352216,-0.0161102,-0.0161106,-0.0161274,-0.01621,
1.57744e+09,0.000175221,-0.0329036,-0.028787,-0.00352249,-0.016111,-0.0161114,-0.0161276,-0.0162102,
1.57744e+09,0.000175221,-0.0329036,-0.0287873,-0.00352283,-0.0161117,-0.0161121,-0.0161278,-0.0162103,
1.57744e+09,0.000175221,-0.0329036,-0.0287877,-0.00352316,-0.0161125,-0.0161128,-0.016128,-0.0162105,
1.57744e+09,0.000175221,-0.0329036,-0.028788,-0.00352348,-0.0161132,-0.0161136,-0.0161281,-0.0162107,
1.57744e+09,0.000175221,-0.0329036,-0.0287883,-0.0035238,-0.0161139,-0.0161143,-0.0161283,-0.0162109,
1.57744e+09,0.000175221,-0.0329036,-0.0287887,-0.00352412,-0.0161147,-0.016115,-0.0161285,-0.0162111,
1.57744e+09,0.000175221,-0.0329036,-0.028789,-0.00352444,-0.0161154,-0.0161157,-0.0161287,-0.0162112,
1.57744e+09,0.000175221,-0.0329036,-0.0287893,-0.00352475,-0.0161161,-0.0161165,-0.0161289,-0.0162114,
1.57744e+09,0.000175221,-0.0329036,-0.0287896,-0.00352506,-0.0161168,-0.0161172,-0.016129,-0.0162116,
1.57744e+09,0.000175221,-0.0329036,-0.0287899,-0.00352536,-0.0161175,-0.0161178,-0.0161292,-0.0162118,
1.57744e+09,0.000175221,-0.0329036,-0.0287902,-0.00352567,-0.0161182,-0.0161185,-0.0161294,-0.0162119,
1.57744e+09,0.000175221,-0.0329036,-0.0287905,-0.00352597,-0.0161189,-0.0161192,-0.0161295,-0.0162121,
1.57744e+09,0.000175221,-0.0329036,-0.0287908,-0.00352626,-0.0161196,-0.0161199,-0.0161297,-0.0162123,
1.57744e+09,0.000175221,-0.0329036,-0.0287911,-0.00352655,-0.0161202,-0.0161206,-0.0161299,-0.0162124,
1.57744e+09,0.000175221,-0.0329036,-0.0287914,-0.00352685,-0.0161209,-0.0161212,-0.01613,-0.0162126,
1.57744e+09,0.000175221,-0.0329036,-0.0287917,-0.00352713,-0.0161215,-0.0161219,-0.0161302,-0.0162128,
