UNIX_time[sec],CP_ref_x,CP_ref_y,ZMP_des_x,ZMP_des_y,CoM_position_x,CoM_positon_y,CP_lip_x,CP_lip_y
1.57744e+09,6.91582e-310,6.91582e-310,1.59321e-309,1.59322e-309,1.59113e-309,1.59114e-309,1.59386e-309,1.59386e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59323e-309,1.59324e-309,1.59116e-309,1.59118e-309,1.59386e-309,1.59387e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59324e-309,1.59325e-309,1.5912e-309,1.59121e-309,1.59387e-309,1.59388e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59326e-309,1.59327e-309,1.59123e-309,1.59125e-309,1.59388e-309,1.59389e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59327e-309,1.59328e-309,1.59127e-309,1.59128e-309,1.59389e-309,1.59389e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59329e-309,1.59329e-309,1.5913e-309,1.59132e-309,1.5939e-309,1.5939e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.5933e-309,1.59331e-309,1.59133e-309,1.59135e-309,1.59391e-309,1.59391e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59332e-309,1.59332e-309,1.59137e-309,1.59138e-309,1.59391e-309,1.59392e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59333e-309,1.59334e-309,1.5914e-309,1.59142e-309,1.59392e-309,1.59393e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59334e-309,1.59335e-309,1.59143e-309,1.59145e-309,1.59393e-309,1.59393e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59336e-309,1.59336e-309,1.59147e-309,1.59148e-309,1.59394e-309,1.59394e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59337e-309,1.59338e-309,1.5915e-309,1.59151e-309,1.59395e-309,1.59395e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59339e-309,1.59339e-309,1.59153e-309,1.59155e-309,1.59395e-309,1.59396e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.5934e-309,1.59341e-309,1.59156e-309,1.59158e-309,1.59396e-309,1.59396e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59341e-309,1.59342e-309,1.59159e-309,1.59161e-309,1.59397e-309,1.59397e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59342e-309,1.59343e-309,1.59162e-309,1.59164e-309,1.59397e-309,1.59398e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59344e-309,1.59344e-309,1.59165e-309,1.59167e-309,1.59398e-309,1.59399e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59345e-309,1.59346e-309,1.59169e-309,1.5917e-309,1.59399e-309,1.59399e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59346e-309,1.59347e-309,1.59172e-309,1.59173e-309,1.594e-309,1.594e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59348e-309,1.59348e-309,1.59174e-309,1.59176e-309,1.594e-309,1.59401e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59349e-309,1.59349e-309,1.59177e-309,1.59179e-309,1.59401e-309,1.59401e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.5935e-309,1.59351e-309,1.5918e-309,1.59182e-309,1.59402e-309,1.59402e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59351e-309,1.59352e-309,1.59183e-309,1.59185e-309,1.59402e-309,1.59403e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59353e-309,1.59353e-309,1.59186e-309,1.59188e-309,1.59403e-309,1.59403e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59354e-309,1.59354e-309,1.59189e-309,1.5919e-309,1.59404e-309,1.59404e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59355e-309,1.59355e-309,1.59192e-309,1.59193e-309,1.59404e-309,1.59405e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59356e-309,1.59357e-309,1.59194e-309,1.59196e-309,1.59405e-309,1.59405e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59357e-309,1.59358e-309,1.59197e-309,1.59199e-309,1.59406e-309,1.59406e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59358e-309,1.59359e-309,1.592e-309,1.59201e-309,1.59406e-309,1.59407e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59359e-309,1.5936e-309,1.59203e-309,1.59204e-309,1.59407e-309,1.59407e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59361e-309,1.59361e-309,1.59205e-309,1.59207e-309,1.59408e-309,1.59408e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59362e-309,1.59362e-309,1.59208e-309,1.59209e-309,1.59408e-309,1.59409e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59363e-309,1.59363e-309,1.59211e-309,1.59212e-309,1.59409e-309,1.59409e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59364e-309,1.59364e-309,1.59213e-309,1.59214e-309,1.59409e-309,1.5941e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59365e-309,1.59366e-309,1.59216e-309,1.59217e-309,1.5941e-309,1.5941e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59366e-309,1.59367e-309,1.59218e-309,1.59219e-309,1.59411e-309,1.59411e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59367e-309,1.59368e-309,1.59221e-309,1.59222e-309,1.59411e-309,1.59412e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59368e-309,1.59369e-309,1.59223e-309,1.59224e-309,1.59412e-309,1.59412e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59369e-309,1.5937e-309,1.59226e-309,1.59227e-309,1.59412e-309,1.59413e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.5937e-309,1.59371e-309,1.59228e-309,1.59229e-309,1.59413e-309,1.59413e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59371e-309,1.59372e-309,1.59231e-309,1.59232e-309,1.59414e-309,1.59414e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59372e-309,1.59373e-309,1.59233e-309,1.59234e-309,1.59414e-309,1.59414e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59373e-309,1.59374e-309,1.59235e-309,1.59236e-309,1.59415e-309,1.59415e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59374e-309,1.59375e-309,1.59238e-309,1.59239e-309,1.59415e-309,1.59416e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59375e-309,1.59376e-309,1.5924e-309,1.59241e-309,1.59416e-309,1.59416e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59376e-309,1.59377e-309,1.59242e-309,1.59243e-309,1.59416e-309,1.59417e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59377e-309,1.59378e-309,1.59244e-309,1.59246e-309,1.59417e-309,1.59417e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59378e-309,1.59378e-309,1.59247e-309,1.59248e-309,1.59417e-309,1.59418e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59379e-309,1.59379e-309,1.59249e-309,1.5925e-309,1.59418e-309,1.59418e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.5938e-309,1.5938e-309,1.59251e-309,1.59252e-309,1.59418e-309,1.59419e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59381e-309,1.59381e-309,1.59253e-309,1.59254e-309,1.59419e-309,1.59419e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59382e-309,1.59382e-309,1.59255e-309,1.59257e-309,1.59419e-309,1.5942e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59383e-309,1.59383e-309,1.59258e-309,1.59259e-309,1.5942e-309,1.5942e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59383e-309,1.59384e-309,1.5926e-309,1.59261e-309,1.5942e-309,1.59421e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59384e-309,1.59385e-309,1.59262e-309,1.59263e-309,1.59421e-309,1.59421e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59385e-309,1.59386e-309,1.59264e-309,1.59265e-309,1.59421e-309,1.59422e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59386e-309,1.59386e-309,1.59266e-309,1.59267e-309,1.59422e-309,1.59422e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59387e-309,1.59387e-309,1.59268e-309,1.59269e-309,1.59422e-309,1.59423e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59388e-309,1.59388e-309,1.5927e-309,1.59271e-309,1.59423e-309,1.59423e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59389e-309,1.59389e-309,1.59272e-309,1.59273e-309,1.59423e-309,1.59424e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59389e-309,1.5939e-309,1.59274e-309,1.59275e-309,1.59424e-309,1.59424e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.5939e-309,1.59391e-309,1.59276e-309,1.59277e-309,1.59424e-309,1.59424e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59391e-309,1.59391e-309,1.59278e-309,1.59279e-309,1.59425e-309,1.59425e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59392e-309,1.59392e-309,1.5928e-309,1.59281e-309,1.59425e-309,1.59425e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59393e-309,1.59393e-309,1.59282e-309,1.59283e-309,1.59426e-309,1.59426e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59393e-309,1.59394e-309,1.59284e-309,1.59284e-309,1.59426e-309,1.59426e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59394e-309,1.59394e-309,1.59285e-309,1.59286e-309,1.59426e-309,1.59427e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59395e-309,1.59395e-309,1.59287e-309,1.59288e-309,1.59427e-309,1.59427e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59396e-309,1.59396e-309,1.59289e-309,1.5929e-309,1.59427e-309,1.59427e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59396e-309,1.59397e-309,1.59291e-309,1.59292e-309,1.59428e-309,1.59428e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59397e-309,1.59397e-309,1.59293e-309,1.59294e-309,1.59428e-309,1.59428e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59398e-309,1.59398e-309,1.59294e-309,1.59295e-309,1.59428e-309,1.59429e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59399e-309,1.59399e-309,1.59296e-309,1.59297e-309,1.59429e-309,1.59429e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59399e-309,1.594e-309,1.59298e-309,1.59299e-309,1.59429e-309,1.5943e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.594e-309,1.594e-309,1.593e-309,1.593e-309,1.5943e-309,1.5943e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59401e-309,1.59401e-309,1.59301e-309,1.59302e-309,1.5943e-309,1.5943e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59401e-309,1.59402e-309,1.59303e-309,1.59304e-309,1.5943e-309,1.59431e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59402e-309,1.59402e-309,1.59305e-309,1.59305e-309,1.59431e-309,1.59431e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59403e-309,1.59403e-309,1.59306e-309,1.59307e-309,1.59431e-309,1.59431e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59403e-309,1.59404e-309,1.59308e-309,1.59309e-309,1.59432e-309,1.59432e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59404e-309,1.59404e-309,1.5931e-309,1.5931e-309,1.59432e-309,1.59432e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59405e-309,1.59405e-309,1.59311e-309,1.59312e-309,1.59432e-309,1.59433e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59405e-309,1.59406e-309,1.59313e-309,1.59313e-309,1.59433e-309,1.59433e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59406e-309,1.59406e-309,1.59314e-309,1.59315e-309,1.59433e-309,1.59433e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59407e-309,1.59407e-309,1.59316e-309,1.59317e-309,1.59433e-309,1.59434e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59407e-309,1.59408e-309,1.59317e-309,1.59318e-309,1.59434e-309,1.59434e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59408e-309,1.59408e-309,1.59319e-309,1.5932e-309,1.59434e-309,1.59434e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59409e-309,1.59409e-309,1.5932e-309,1.59321e-309,1.59435e-309,1.59435e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59409e-309,1.59409e-309,1.59322e-309,1.59323e-309,1.59435e-309,1.59435e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.5941e-309,1.5941e-309,1.59323e-309,1.59324e-309,1.59435e-309,1.59435e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.5941e-309,1.59411e-309,1.59325e-309,1.59326e-309,1.59436e-309,1.59436e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59411e-309,1.59411e-309,1.59326e-309,1.59327e-309,1.59436e-309,1.59436e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59412e-309,1.59412e-309,1.59328e-309,1.59328e-309,1.59436e-309,1.59436e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59412e-309,1.59412e-309,1.59329e-309,1.5933e-309,1.59437e-309,1.59437e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59413e-309,1.59413e-309,1.5933e-309,1.59331e-309,1.59437e-309,1.59437e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59413e-309,1.59414e-309,1.59332e-309,1.59333e-309,1.59437e-309,1.59437e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59414e-309,1.59414e-309,1.59333e-309,1.59334e-309,1.59437e-309,1.59438e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59414e-309,1.59415e-309,1.59335e-309,1.59335e-309,1.59438e-309,1.59438e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59415e-309,1.59415e-309,1.59336e-309,1.59337e-309,1.59438e-309,1.59438e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59415e-309,1.59416e-309,1.59337e-309,1.59338e-309,1.59438e-309,1.59439e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59416e-309,1.59416e-309,1.59339e-309,1.59339e-309,1.59439e-309,1.59439e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59417e-309,1.59417e-309,1.5934e-309,1.59341e-309,1.59439e-309,1.59439e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59417e-309,1.59417e-309,1.59341e-309,1.59342e-309,1.59439e-309,1.59439e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59418e-309,1.59418e-309,1.59342e-309,1.59343e-309,1.5944e-309,1.5944e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59418e-309,1.59418e-309,1.59344e-309,1.59344e-309,1.5944e-309,1.5944e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59419e-309,1.59419e-309,1.59345e-309,1.59346e-309,1.5944e-309,1.5944e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59419e-309,1.59419e-309,1.59346e-309,1.59347e-309,1.5944e-309,1.59441e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.5942e-309,1.5942e-309,1.59347e-309,1.59348e-309,1.59441e-309,1.59441e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.5942e-309,1.5942e-309,1.59349e-309,1.59349e-309,1.59441e-309,1.59441e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59421e-309,1.59421e-309,1.5935e-309,1.5935e-309,1.59441e-309,1.59441e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59421e-309,1.59421e-309,1.59351e-309,1.59352e-309,1.59442e-309,1.59442e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59422e-309,1.59422e-309,1.59352e-309,1.59353e-309,1.59442e-309,1.59442e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59422e-309,1.59422e-309,1.59353e-309,1.59354e-309,1.59442e-309,1.59442e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59423e-309,1.59423e-309,1.59355e-309,1.59355e-309,1.59442e-309,1.59442e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59423e-309,1.59423e-309,1.59356e-309,1.59356e-309,1.59443e-309,1.59443e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59423e-309,1.59424e-309,1.59357e-309,1.59357e-309,1.59443e-309,1.59443e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59424e-309,1.59424e-309,1.59358e-309,1.59359e-309,1.59443e-309,1.59443e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59424e-309,1.59425e-309,1.59359e-309,1.5936e-309,1.59443e-309,1.59444e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59425e-309,1.59425e-309,1.5936e-309,1.59361e-309,1.59444e-309,1.59444e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59425e-309,1.59426e-309,1.59361e-309,1.59362e-309,1.59444e-309,1.59444e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59426e-309,1.59426e-309,1.59362e-309,1.59363e-309,1.59444e-309,1.59444e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59426e-309,1.59426e-309,1.59363e-309,1.59364e-309,1.59444e-309,1.59445e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59427e-309,1.59427e-309,1.59364e-309,1.59365e-309,1.59445e-309,1.59445e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59427e-309,1.59427e-309,1.59365e-309,1.59366e-309,1.59445e-309,1.59445e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59427e-309,1.59428e-309,1.59367e-309,1.59367e-309,1.59445e-309,1.59445e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59428e-309,1.59428e-309,1.59368e-309,1.59368e-309,1.59445e-309,1.59445e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59428e-309,1.59428e-309,1.59369e-309,1.59369e-309,1.59446e-309,1.59446e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59429e-309,1.59429e-309,1.5937e-309,1.5937e-309,1.59446e-309,1.59446e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59429e-309,1.59429e-309,1.59371e-309,1.59371e-309,1.59446e-309,1.59446e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59429e-309,1.5943e-309,1.59372e-309,1.59372e-309,1.59446e-309,1.59446e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.5943e-309,1.5943e-309,1.59373e-309,1.59373e-309,1.59446e-309,1.59447e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.5943e-309,1.5943e-309,1.59373e-309,1.59374e-309,1.59447e-309,1.59447e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59431e-309,1.59431e-309,1.59374e-309,1.59375e-309,1.59447e-309,1.59447e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59431e-309,1.59431e-309,1.59375e-309,1.59376e-309,1.59447e-309,1.59447e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59431e-309,1.59432e-309,1.59376e-309,1.59377e-309,1.59447e-309,1.59447e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59432e-309,1.59432e-309,1.59377e-309,1.59378e-309,1.59448e-309,1.59448e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59432e-309,1.59432e-309,1.59378e-309,1.59379e-309,1.59448e-309,1.59448e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59433e-309,1.59433e-309,1.59379e-309,1.5938e-309,1.59448e-309,1.59448e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59433e-309,1.59433e-309,1.5938e-309,1.5938e-309,1.59448e-309,1.59448e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59433e-309,1.59433e-309,1.59381e-309,1.59381e-309,1.59448e-309,1.59448e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59434e-309,1.59434e-309,1.59382e-309,1.59382e-309,1.59449e-309,1.59449e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59434e-309,1.59434e-309,1.59383e-309,1.59383e-309,1.59449e-309,1.59449e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59434e-309,1.59434e-309,1.59383e-309,1.59384e-309,1.59449e-309,1.59449e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59435e-309,1.59435e-309,1.59384e-309,1.59385e-309,1.59449e-309,1.59449e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59435e-309,1.59435e-309,1.59385e-309,1.59386e-309,1.59449e-309,1.59449e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59435e-309,1.59436e-309,1.59386e-309,1.59386e-309,1.5945e-309,1.5945e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59436e-309,1.59436e-309,1.59387e-309,1.59387e-309,1.5945e-309,1.5945e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59436e-309,1.59436e-309,1.59388e-309,1.59388e-309,1.5945e-309,1.5945e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59436e-309,1.59436e-309,1.59388e-309,1.59389e-309,1.5945e-309,1.5945e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59437e-309,1.59437e-309,1.59389e-309,1.5939e-309,1.5945e-309,1.5945e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59437e-309,1.59437e-309,1.5939e-309,1.5939e-309,1.5945e-309,1.59451e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59437e-309,1.59437e-309,1.59391e-309,1.59391e-309,1.59451e-309,1.59451e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59438e-309,1.59438e-309,1.59392e-309,1.59392e-309,1.59451e-309,1.59451e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59438e-309,1.59438e-309,1.59392e-309,1.59393e-309,1.59451e-309,1.59451e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59438e-309,1.59438e-309,1.59393e-309,1.59394e-309,1.59451e-309,1.59451e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59439e-309,1.59439e-309,1.59394e-309,1.59394e-309,1.59451e-309,1.59451e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59439e-309,1.59439e-309,1.59395e-309,1.59395e-309,1.59451e-309,1.59452e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59439e-309,1.59439e-309,1.59395e-309,1.59396e-309,1.59452e-309,1.59452e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59439e-309,1.5944e-309,1.59396e-309,1.59396e-309,1.59452e-309,1.59452e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.5944e-309,1.5944e-309,1.59397e-309,1.59397e-309,1.59452e-309,1.59452e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.5944e-309,1.5944e-309,1.59398e-309,1.59398e-309,1.59452e-309,1.59452e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.5944e-309,1.5944e-309,1.59398e-309,1.59399e-309,1.59452e-309,1.59452e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59441e-309,1.59441e-309,1.59399e-309,1.59399e-309,1.59452e-309,1.59453e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59441e-309,1.59441e-309,1.594e-309,1.594e-309,1.59453e-309,1.59453e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59441e-309,1.59441e-309,1.594e-309,1.59401e-309,1.59453e-309,1.59453e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59441e-309,1.59442e-309,1.59401e-309,1.59401e-309,1.59453e-309,1.59453e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59442e-309,1.59442e-309,1.59402e-309,1.59402e-309,1.59453e-309,1.59453e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59442e-309,1.59442e-309,1.59402e-309,1.59403e-309,1.59453e-309,1.59453e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59442e-309,1.59442e-309,1.59403e-309,1.59403e-309,1.59453e-309,1.59453e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59442e-309,1.59443e-309,1.59404e-309,1.59404e-309,1.59454e-309,1.59454e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59443e-309,1.59443e-309,1.59404e-309,1.59405e-309,1.59454e-309,1.59454e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59443e-309,1.59443e-309,1.59405e-309,1.59405e-309,1.59454e-309,1.59454e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59443e-309,1.59443e-309,1.59406e-309,1.59406e-309,1.59454e-309,1.59454e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59444e-309,1.59444e-309,1.59406e-309,1.59407e-309,1.59454e-309,1.59454e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59444e-309,1.59444e-309,1.59407e-309,1.59407e-309,1.59454e-309,1.59454e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59444e-309,1.59444e-309,1.59408e-309,1.59408e-309,1.59454e-309,1.59454e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59444e-309,1.59444e-309,1.59408e-309,1.59408e-309,1.59455e-309,1.59455e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59444e-309,1.59445e-309,1.59409e-309,1.59409e-309,1.59455e-309,1.59455e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59445e-309,1.59445e-309,1.59409e-309,1.5941e-309,1.59455e-309,1.59455e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59445e-309,1.59445e-309,1.5941e-309,1.5941e-309,1.59455e-309,1.59455e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59445e-309,1.59445e-309,1.59411e-309,1.59411e-309,1.59455e-309,1.59455e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59445e-309,1.59446e-309,1.59411e-309,1.59411e-309,1.59455e-309,1.59455e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59446e-309,1.59446e-309,1.59412e-309,1.59412e-309,1.59455e-309,1.59455e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59446e-309,1.59446e-309,1.59412e-309,1.59413e-309,1.59455e-309,1.59456e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59446e-309,1.59446e-309,1.59413e-309,1.59413e-309,1.59456e-309,1.59456e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59446e-309,1.59446e-309,1.59413e-309,1.59414e-309,1.59456e-309,1.59456e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59447e-309,1.59447e-309,1.59414e-309,1.59414e-309,1.59456e-309,1.59456e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59447e-309,1.59447e-309,1.59414e-309,1.59415e-309,1.59456e-309,1.59456e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59447e-309,1.59447e-309,1.59415e-309,1.59415e-309,1.59456e-309,1.59456e-309,
1.57744e+09,6.91582e-310,6.91582e-310,1.59447e-309,1.59447e-309,1.59416e-309,1.59416e-309,1.59456e-309,1.59456e-309,
